"INVOICEREFERENCE","PAYMENTREFERENCE","ORDERID","DISCOUNTTOTALAMOUNT","DISCOUNTCODE","DISCOUNTTYPE","DISCOUNTVALUE","WLOCATION","STOCKREFERENCE","SKU","QUANTITY","CURRENTPRICE","TOTALPRICE","TOTALQTY","DELIVERYCOUNTRYCODE","ORDERREFERENCE","IDORCONVERSIONID","CURRENCYCODE","ACTION","CODE","RETURNQTY","USER_DEF_TYPE_4","LOCK_CODE","ORDERTYPE","PRICEVERSIONID","SL_NO","COUNTRYCODE","COUNTRYSTATEPROVINCEAREACODE","LOCALITY","COUNTYSTATEPROVINCEAREA","COUNTRYNAME","CUSTOMERID","PRICETOPAY","PRICECURRENT","LANGUAGECODE","BROWSECOUNTRY","EAN","PREVIOUS","DISCOUNTMETHOD","SELLERID","SUBSCRIPTION_PRICE","ORDERTOTAL","GRANDTOTAL","PAYMENTMETHOD","LOC","SOURCEDESC","SOURCEID","SELLERDESC","ROW_NUM"
"JAN010788074","02a0a2a4-0343-408d-aa9a-805d9848fb3d","JAN010788074",35.97,"moreplease","Percentage",11.99,"FC04","900212646","105384005",3,16,48,48,"GB","JAN010788074",5910,"GBP","E","Receipt Return",1,"JAN010788074","AQL","Consumer","PRMP000002000200000004957824520220427020000",60,"GB","","Burnley","Lancs","UK","OCT040788074",1,1,"en-AU","GB","04046303756943",27.99,"Product","SCAAFS",8,48,56,"Card",20012,"","","SCALPERS",1
"JAN010788074","02a0a2a4-0343-408d-aa9a-805d9848fb3d","JAN010788074",0.75,"moreplease","Percentage",0.25,"FC01","900212646","105604376",3,29.75,89.25,89.25,"GB","JAN010788074",5910,"GBP","E","Receipt Return",1,"JAN010788074","AQL","Consumer","PRMP000002000200000005126429420220428103000",61,"GB","","Burnley","Lancs","UK","OCT040788074",1,1,"en-AU","GB","04046303756950",30,"Product","SCAAFS",8,89.25,97.25,"Card",20002,"","","SCALPERS",2
"JAN010788074","02a0a2a4-0343-408d-aa9a-805d9848fb3d","JAN010788074",10.5,"moreplease","Percentage",3.5,"FC01","900212646","115098071",3,14.5,43.5,43.5,"GB","JAN010788074",5910,"GBP","E","Receipt Return",1,"JAN010788074","AQL","Consumer","PRMP000002000200000004958237320220427020000",62,"GB","","Burnley","Lancs","UK","OCT040788074",1,1,"en-AU","GB","",18,"Product","",8,43.5,51.5,"Card",20002,"","","",4
"JAN010788074","02a0a2a4-0343-408d-aa9a-805d9848fb3d","JAN010788074",10.5,"moreplease","Percentage",3.5,"FC01","900212646","115098073",3,14.5,43.5,43.5,"GB","JAN010788074",5910,"GBP","E","Receipt Return",1,"JAN010788074","AQL","Consumer","PRMP000002000200000004958237320220427020000",63,"GB","","Burnley","Lancs","UK","OCT040788074",1,1,"en-AU","GB","",18,"Product","",8,43.5,51.5,"Card",20002,"","","",5
"JAN010788075","fb4fff15-0f0f-4dbf-a1b4-37894fb6f94a","JAN010788075",71.97,"moreplease","Percentage",23.99,"FC04","900260436","115021191",3,32,96,96,"GB","JAN010788075",5910,"GBP","E","Receipt Return",1,"JAN010788075","AQL","Consumer","PRMP000002000200000005106332920220427020000",64,"GB","","Burnley","Lancs","UK","OCT040788075",1,1,"en-AU","GB","",55.99,"Product","SCAAFS",8,96,104,"Card",20012,"","","SCALPERS",1
"JAN010788075","fb4fff15-0f0f-4dbf-a1b4-37894fb6f94a","JAN010788075",113.97,"moreplease","Percentage",37.99,"FC04","900260436","12035040",3,92,276,276,"GB","JAN010788075",5910,"GBP","E","Receipt Return",1,"JAN010788075","AQL","Consumer","PRMP000002000200000005101402020220427020000",65,"GB","","Burnley","Lancs","UK","OCT040788075",1,1,"en-AU","GB","",129.99,"Product","",8,276,284,"Card",20012,"","","",4
"JAN010788075","fb4fff15-0f0f-4dbf-a1b4-37894fb6f94a","JAN010788075",6.75,"moreplease","Percentage",2.25,"FC01","900260436","7705653",3,4.75,14.25,14.25,"GB","JAN010788075",5910,"GBP","E","Receipt Return",1,"JAN010788075","AQL","Consumer","PRMP000002000200000004955861120220427020000",66,"GB","","Burnley","Lancs","UK","OCT040788075",1,1,"en-AU","GB","",7,"Product","",8,14.25,22.25,"Card",20002,"","","",5
"JAN010788075","fb4fff15-0f0f-4dbf-a1b4-37894fb6f94a","JAN010788075",42,"moreplease","Percentage",14,"FC01","900260436","115082982",3,26,78,78,"GB","JAN010788075",5910,"GBP","E","Receipt Return",1,"JAN010788075","AQL","Consumer","PRMP000002000200000004957760020220427020000",67,"GB","","Burnley","Lancs","UK","OCT040788075",1,1,"en-AU","GB","",40,"Product","SCAAFS",8,78,86,"Card",20002,"","","SCALPERS",3
"JAN010788075","fb4fff15-0f0f-4dbf-a1b4-37894fb6f94a","JAN010788075",42,"moreplease","Percentage",14,"FC01","900260436","115082981",3,26,78,78,"GB","JAN010788075",5910,"GBP","E","Receipt Return",1,"JAN010788075","AQL","Consumer","PRMP000002000200000004957760020220427020000",68,"GB","","Burnley","Lancs","UK","OCT040788075",1,1,"en-AU","GB","",40,"Product","SCAAFS",8,78,86,"Card",20002,"","","SCALPERS",2
"JAN010788077","2e07ae86-8d47-4134-9626-2ba0b9bb4b24","JAN010788077",71.97,"moreplease","Percentage",23.99,"FC04","900212647","115021190",3,32,96,96,"GB","JAN010788077",5910,"GBP","E","Receipt Return",1,"JAN010788077","AQL","Consumer","PRMP000002000200000005106332920220427020000",69,"GB","","Burnley","Lancs","UK","OCT040788077",1,1,"en-AU","GB","",55.99,"Product","SCAAFS",8,96,104,"Card",20012,"","","SCALPERS",1
"JAN010788077","2e07ae86-8d47-4134-9626-2ba0b9bb4b24","JAN010788077",83.97,"moreplease","Percentage",27.99,"FC04","900212647","8766331",3,38,114,114,"GB","JAN010788077",5910,"GBP","E","Receipt Return",1,"JAN010788077","AQL","Consumer","PRMP000002000200000005101368720220427020000",70,"GB","","Burnley","Lancs","UK","OCT040788077",1,1,"en-AU","GB","",65.99,"Product","",8,114,122,"Card",20012,"","","",4
"JAN010788077","2e07ae86-8d47-4134-9626-2ba0b9bb4b24","JAN010788077",42,"moreplease","Percentage",14,"FC01","900212647","115082984",3,26,78,78,"GB","JAN010788077",5910,"GBP","E","Receipt Return",1,"JAN010788077","AQL","Consumer","PRMP000002000200000004957760020220427020000",71,"GB","","Burnley","Lancs","UK","OCT040788077",1,1,"en-AU","GB","",40,"Product","SCAAFS",8,78,86,"Card",20002,"","","SCALPERS",3
"JAN010788077","2e07ae86-8d47-4134-9626-2ba0b9bb4b24","JAN010788077",30,"moreplease","Percentage",10,"FC01","900212647","9682594",3,30,90,90,"GB","JAN010788077",5910,"GBP","E","Receipt Return",1,"JAN010788077","AQL","Consumer","PRMP000002000200000004958529620220427020000",72,"GB","","Burnley","Lancs","UK","OCT040788077",1,1,"en-AU","GB","",40,"Product","",8,90,98,"Card",20002,"","","",5
"JAN010788077","2e07ae86-8d47-4134-9626-2ba0b9bb4b24","JAN010788077",42,"moreplease","Percentage",14,"FC01","900212647","115082983",3,26,78,78,"GB","JAN010788077",5910,"GBP","E","Receipt Return",1,"JAN010788077","AQL","Consumer","PRMP000002000200000004957760020220427020000",73,"GB","","Burnley","Lancs","UK","OCT040788077",1,1,"en-AU","GB","",40,"Product","SCAAFS",8,78,86,"Card",20002,"","","SCALPERS",2
"JAN010788078","c82b8072-d896-457c-8d8c-061857da4705","JAN010788078",71.97,"moreplease","Percentage",23.99,"FC04","900260437","115021193",3,32,96,96,"GB","JAN010788078",5910,"GBP","E","Receipt Return",1,"JAN010788078","AQL","Consumer","PRMP000002000200000005106332920220427020000",74,"GB","","Burnley","Lancs","UK","OCT040788078",1,1,"en-AU","GB","",55.99,"Product","",8,96,104,"Card",20012,"","","",4
"JAN010788078","c82b8072-d896-457c-8d8c-061857da4705","JAN010788078",71.97,"moreplease","Percentage",23.99,"FC04","900260437","115021192",3,32,96,96,"GB","JAN010788078",5910,"GBP","E","Receipt Return",1,"JAN010788078","AQL","Consumer","PRMP000002000200000005106332920220427020000",75,"GB","","Burnley","Lancs","UK","OCT040788078",1,1,"en-AU","GB","",55.99,"Product","SCAAFS",8,96,104,"Card",20012,"","","SCALPERS",3
"JAN010788038","f62f9f2d-130c-404d-8be9-aa4a07576b2b","JAN010788038",32.97,"moreplease","Percentage",10.99,"FC04","900228125","105179926",3,12,36,36,"GB","JAN010788038",5910,"GBP","E","Receipt Return",1,"JAN010788038","AQL","Consumer","PRMP000002000200000004958127420220427020000",76,"GB","","Burnley","Lancs","UK","OCT040788038",1,1,"en-AU","GB","",22.99,"Product","",8,36,44,"Afterpay",20012,"ASOSUK","ASOSUK","",1
"JAN010788038","f62f9f2d-130c-404d-8be9-aa4a07576b2b","JAN010788038",32.97,"moreplease","Percentage",10.99,"FC04","900228125","105179927",3,12,36,36,"GB","JAN010788038",5910,"GBP","E","Receipt Return",1,"JAN010788038","AQL","Consumer","PRMP000002000200000004958127420220427020000",77,"GB","","Burnley","Lancs","UK","OCT040788038",1,1,"en-AU","GB","5059309274129",22.99,"Product","",8,36,44,"Afterpay",20012,"ASOSUK","ASOSUK","",2
"JAN010788038","f62f9f2d-130c-404d-8be9-aa4a07576b2b","JAN010788038",21,"moreplease","Percentage",7,"FC01","900228125","11457894",3,28,84,84,"GB","JAN010788038",5910,"GBP","E","Receipt Return",1,"JAN010788038","AQL","Consumer","PRMP000002000200000005106704320220427020000",78,"GB","","Burnley","Lancs","UK","OCT040788038",1,1,"en-AU","GB","",35,"Product","",8,84,92,"Afterpay",20002,"ASOSUK","ASOSUK","",5
"JAN010788038","f62f9f2d-130c-404d-8be9-aa4a07576b2b","JAN010788038",21,"moreplease","Percentage",7,"FC01","900228125","11457892",3,28,84,84,"GB","JAN010788038",5910,"GBP","E","Receipt Return",1,"JAN010788038","AQL","Consumer","PRMP000002000200000005106704320220427020000",79,"GB","","Burnley","Lancs","UK","OCT040788038",1,1,"en-AU","GB","",35,"Product","",8,84,92,"Afterpay",20002,"ASOSUK","ASOSUK","",4
"JAN010788044","6ef19b21-3e62-4122-a34c-04847e2faa4e","JAN010788044",54,"moreplease","Percentage",18,"FC04","900131082","104975010",3,57,171,171,"GB","JAN010788044",5910,"GBP","E","Receipt Return",1,"JAN010788044","AQL","Consumer","PRMP000002000200000005113735120220427020000",80,"GB","","Burnley","Lancs","UK","OCT040788044",1,1,"en-AU","GB","",75,"Product","",8,171,179,"Card",20012,"ASOSUK","ASOSUK","",1
"JAN010788044","6ef19b21-3e62-4122-a34c-04847e2faa4e","JAN010788044",54,"moreplease","Percentage",18,"FC04","900131082","104975011",3,57,171,171,"GB","JAN010788044",5910,"GBP","E","Receipt Return",1,"JAN010788044","AQL","Consumer","PRMP000002000200000005113735120220427020000",81,"GB","","Burnley","Lancs","UK","OCT040788044",1,1,"en-AU","GB","",75,"Product","",8,171,179,"Card",20012,"ASOSUK","ASOSUK","",2
"JAN010788044","6ef19b21-3e62-4122-a34c-04847e2faa4e","JAN010788044",21,"moreplease","Percentage",7,"FC01","900131082","11457896",3,28,84,84,"GB","JAN010788044",5910,"GBP","E","Receipt Return",1,"JAN010788044","AQL","Consumer","PRMP000002000200000005106704320220427020000",82,"GB","","Burnley","Lancs","UK","OCT040788044",1,1,"en-AU","GB","",35,"Product","",8,84,92,"Card",20002,"ASOSUK","ASOSUK","",5
"JAN010788044","6ef19b21-3e62-4122-a34c-04847e2faa4e","JAN010788044",21,"moreplease","Percentage",7,"FC01","900131082","11457889",3,28,84,84,"GB","JAN010788044",5910,"GBP","E","Receipt Return",1,"JAN010788044","AQL","Consumer","PRMP000002000200000005106704320220427020000",83,"GB","","Burnley","Lancs","UK","OCT040788044",1,1,"en-AU","GB","",35,"Product","",8,84,92,"Card",20002,"ASOSUK","ASOSUK","",3
"JAN010788045","5f704309-c225-4bbd-8ae9-51cdb661c541","JAN010788045",17.97,"moreplease","Percentage",5.99,"FC04","900122618","106258487",3,8,24,24,"GB","JAN010788045",5910,"GBP","E","Receipt Return",1,"JAN010788045","AQL","Consumer","PRMP000002000200000004956262820220427020000",84,"GB","","Burnley","Lancs","UK","OCT040788045",1,1,"en-AU","GB","5057112293078",13.99,"Product","",8,24,32,"Card",20012,"ASOSUK","ASOSUK","",1
"JAN010788045","5f704309-c225-4bbd-8ae9-51cdb661c541","JAN010788045",17.97,"moreplease","Percentage",5.99,"FC04","900122618","106258491",3,8,24,24,"GB","JAN010788045",5910,"GBP","E","Receipt Return",1,"JAN010788045","AQL","Consumer","PRMP000002000200000005113770920220427063000",85,"GB","","Burnley","Lancs","UK","OCT040788045",1,1,"en-AU","GB","5057112293085",13.99,"Product","",8,24,32,"Card",20012,"ASOSUK","ASOSUK","",2
"JAN010788045","5f704309-c225-4bbd-8ae9-51cdb661c541","JAN010788045",21,"moreplease","Percentage",7,"FC01","900122618","11457893",3,28,84,84,"GB","JAN010788045",5910,"GBP","E","Receipt Return",1,"JAN010788045","AQL","Consumer","PRMP000002000200000005106704320220427020000",86,"GB","","Burnley","Lancs","UK","OCT040788045",1,1,"en-AU","GB","",35,"Product","",8,84,92,"Card",20002,"ASOSUK","ASOSUK","",4
"JAN010788045","5f704309-c225-4bbd-8ae9-51cdb661c541","JAN010788045",21,"moreplease","Percentage",7,"FC01","900122618","11457891",3,28,84,84,"GB","JAN010788045",5910,"GBP","E","Receipt Return",1,"JAN010788045","AQL","Consumer","PRMP000002000200000005106704320220427020000",87,"GB","","Burnley","Lancs","UK","OCT040788045",1,1,"en-AU","GB","",35,"Product","",8,84,92,"Card",20002,"ASOSUK","ASOSUK","",3
"JAN010788046","575f15f1-a4c9-4e9c-bdba-556c44698c86","JAN010788046",53.97,"moreplease","Percentage",17.99,"FC04","900173337","113294033",3,24,72,72,"GB","JAN010788046",5910,"GBP","E","Receipt Return",1,"JAN010788046","AQL","Consumer","PRMP000002000200000004958006720220427020000",88,"GB","","Burnley","Lancs","UK","OCT040788046",1,1,"en-AU","GB","",41.99,"Product","",8,72,80,"Voucher",20012,"ASOSUK","ASOSUK","",3
"JAN010788046","575f15f1-a4c9-4e9c-bdba-556c44698c86","JAN010788046",53.97,"moreplease","Percentage",17.99,"FC04","900173337","114158423",3,21,63,63,"GB","JAN010788046",5910,"GBP","E","Receipt Return",1,"JAN010788046","AQL","Consumer","PRMP000002000200000004957941320220427020000",89,"GB","","Burnley","Lancs","UK","OCT040788046",1,1,"en-AU","GB","",38.99,"Product","",8,63,71,"Voucher",20012,"ASOSUK","ASOSUK","",5
"JAN010788046","575f15f1-a4c9-4e9c-bdba-556c44698c86","JAN010788046",33,"moreplease","Percentage",11,"FC01","900173337","111613676",3,21,63,63,"GB","JAN010788046",5910,"GBP","E","Receipt Return",1,"JAN010788046","AQL","Consumer","PRMP000002000200000004956067020220427020000",90,"GB","","Burnley","Lancs","UK","OCT040788046",1,1,"en-AU","GB","",32,"Product","",8,63,71,"Voucher",20002,"ASOSUK","ASOSUK","",1
"JAN010788046","575f15f1-a4c9-4e9c-bdba-556c44698c86","JAN010788046",25.5,"moreplease","Percentage",8.5,"FC01","900173337","11333959",3,76.5,229.5,229.5,"GB","JAN010788046",5910,"GBP","E","Receipt Return",1,"JAN010788046","AQL","Consumer","PRMP000002000200000005126440420220428103000",91,"GB","","Burnley","Lancs","UK","OCT040788046",1,1,"en-AU","GB","",85,"Product","",8,229.5,237.5,"Voucher",20002,"ASOSUK","ASOSUK","",4
"JAN010788046","575f15f1-a4c9-4e9c-bdba-556c44698c86","JAN010788046",28.5,"moreplease","Percentage",9.5,"FC01","900173337","111613684",3,22.5,67.5,67.5,"GB","JAN010788046",5910,"GBP","E","Receipt Return",1,"JAN010788046","AQL","Consumer","PRMP000002000200000004956027220220427020000",92,"GB","","Burnley","Lancs","UK","OCT040788046",1,1,"en-AU","GB","",32,"Product","",8,67.5,75.5,"Voucher",20002,"ASOSUK","ASOSUK","",2
"JAN010788047","cb3945b6-4a22-40f4-aca8-3f288dfa6e1b","JAN010788047",197.97,"moreplease","Percentage",65.99,"FC04","900139515","102102612",3,58,174,174,"GB","JAN010788047",5910,"GBP","E","Receipt Return",1,"JAN010788047","AQL","Consumer","PRMP000002000200000004955773220220427020000",93,"GB","","Burnley","Lancs","UK","OCT040788047",1,1,"en-AU","GB","",123.99,"Product","",8,174,182,"Card",20012,"ASOSUK","ASOSUK","",1
"JAN010788047","cb3945b6-4a22-40f4-aca8-3f288dfa6e1b","JAN010788047",84,"moreplease","Percentage",28,"FC04","900139515","113165519",3,28,84,84,"GB","JAN010788047",5910,"GBP","E","Receipt Return",1,"JAN010788047","AQL","Consumer","PRMP000002000200000004958228920220427020000",94,"GB","","Burnley","Lancs","UK","OCT040788047",1,1,"en-AU","GB","",56,"Product","",8,84,92,"Card",20012,"ASOSUK","ASOSUK","",3
"JAN010788047","cb3945b6-4a22-40f4-aca8-3f288dfa6e1b","JAN010788047",22.5,"moreplease","Percentage",7.5,"FC01","900139515","102104188",3,30.5,91.5,91.5,"GB","JAN010788047",5910,"GBP","E","Receipt Return",1,"JAN010788047","AQL","Consumer","PRMP000002000200000004957945320220427020000",95,"GB","","Burnley","Lancs","UK","OCT040788047",1,1,"en-AU","GB","",38,"Product","",8,91.5,99.5,"Card",20002,"ASOSUK","ASOSUK","",2
"JAN010788047","cb3945b6-4a22-40f4-aca8-3f288dfa6e1b","JAN010788047",57,"moreplease","Percentage",19,"FC01","900139515","113338422",3,76,228,228,"GB","JAN010788047",5910,"GBP","E","Receipt Return",1,"JAN010788047","AQL","Consumer","PRMP000002000200000004958386920220427020000",96,"GB","","Burnley","Lancs","UK","OCT040788047",1,1,"en-AU","GB","",95,"Product","",8,228,236,"Card",20002,"ASOSUK","ASOSUK","",5
"JAN010788047","cb3945b6-4a22-40f4-aca8-3f288dfa6e1b","JAN010788047",12,"moreplease","Percentage",4,"FC01","900139515","113183600",3,16,48,48,"GB","JAN010788047",5910,"GBP","E","Receipt Return",1,"JAN010788047","AQL","Consumer","PRMP000002000200000005101239120220427020000",97,"GB","","Burnley","Lancs","UK","OCT040788047",1,1,"en-AU","GB","",20,"Product","",8,48,56,"Card",20002,"ASOSUK","ASOSUK","",4
"JAN010788049","e905094a-a4d1-496a-9b19-d6a4108472d4","JAN010788049",20.97,"moreplease","Percentage",6.99,"FC04","900114137","106258506",3,7,21,21,"GB","JAN010788049",5910,"GBP","E","Receipt Return",1,"JAN010788049","AQL","Consumer","PRMP000002000200000004956233420220427020000",98,"GB","","Burnley","Lancs","UK","OCT040788049",1,1,"en-AU","GB","",13.99,"Product","",8,21,29,"PayPal",20012,"ASOSUK","ASOSUK","",1
"JAN010788049","e905094a-a4d1-496a-9b19-d6a4108472d4","JAN010788049",17.97,"moreplease","Percentage",5.99,"FC04","900114137","106258508",3,8,24,24,"GB","JAN010788049",5910,"GBP","E","Receipt Return",1,"JAN010788049","AQL","Consumer","PRMP000002000200000004956234220220427020000",99,"GB","","Burnley","Lancs","UK","OCT040788049",1,1,"en-AU","GB","",13.99,"Product","",8,24,32,"PayPal",20012,"ASOSUK","ASOSUK","",2
"JAN010788050","31cfc585-a34e-462a-863e-313f34728c42","JAN010788050",44.97,"moreplease","Percentage",14.99,"FC04","900222162","110928748",3,21,63,63,"GB","JAN010788050",5910,"GBP","E","Receipt Return",1,"JAN010788050","AQL","Consumer","PRMP000002000200000004957384520220427020000",100,"GB","","Burnley","Lancs","UK","OCT040788050",1,1,"en-AU","GB","",35.99,"Product","",8,63,71,"KlarnaInstalments",20012,"ASOSUK","ASOSUK","",1
"JAN010788050","31cfc585-a34e-462a-863e-313f34728c42","JAN010788050",44.97,"moreplease","Percentage",14.99,"FC04","900222162","111784414",3,13,39,39,"GB","JAN010788050",5910,"GBP","E","Receipt Return",1,"JAN010788050","AQL","Consumer","PRMP000002000200000004958350720220427020000",101,"GB","","Burnley","Lancs","UK","OCT040788050",1,1,"en-AU","GB","",27.99,"Product","",8,39,47,"KlarnaInstalments",20012,"ASOSUK","ASOSUK","",2
"JAN010788050","31cfc585-a34e-462a-863e-313f34728c42","JAN010788050",30,"moreplease","Percentage",10,"FC01","900222162","113149472",3,40,120,120,"GB","JAN010788050",5910,"GBP","E","Receipt Return",1,"JAN010788050","AQL","Consumer","PRMP000002000200000004957048120220427020000",102,"GB","","Burnley","Lancs","UK","OCT040788050",1,1,"en-AU","GB","",50,"Product","",8,120,128,"KlarnaInstalments",20002,"ASOSUK","ASOSUK","",3
"JAN010788050","31cfc585-a34e-462a-863e-313f34728c42","JAN010788050",36,"moreplease","Percentage",12,"FC01","900222162","113149498",3,48,144,144,"GB","JAN010788050",5910,"GBP","E","Receipt Return",1,"JAN010788050","AQL","Consumer","PRMP000002000200000004957060320220427020000",103,"GB","","Burnley","Lancs","UK","OCT040788050",1,1,"en-AU","GB","",60,"Product","",8,144,152,"KlarnaInstalments",20002,"ASOSUK","ASOSUK","",5
"JAN010788052","9e877617-337c-4ce9-b476-31ee0ebfe2bb","JAN010788052",44.97,"moreplease","Percentage",14.99,"FC04","900212648","111548670",3,21,63,63,"GB","JAN010788052",5910,"GBP","E","Receipt Return",1,"JAN010788052","AQL","Consumer","PRMP000002000200000004956117320220427020000",108,"GB","","Burnley","Lancs","UK","OCT040788052",1,1,"en-AU","GB","",35.99,"Product","",8,63,71,"AfterPayArvato",20012,"ASOSUK","ASOSUK","",1
"JAN010788053","f3ecee1c-a7b7-4e4c-9c46-e167a0e69552","JAN010788053",34.47,"moreplease","Percentage",11.49,"FC01","900222163","113124418",3,21.5,64.5,64.5,"GB","JAN010788053",5910,"GBP","E","Receipt Return",1,"JAN010788053","AQL","Consumer","PRMP000002000200000004955728020220427020000",116,"GB","","Burnley","Lancs","UK","OCT040788053",1,1,"en-AU","GB","",32.99,"Product","",8,64.5,72.5,"Card",20002,"ASOSUK","ASOSUK","",3
"JAN010788079","b7019918-eb65-4eb5-9ccd-34f0496c70c1","JAN010788079",62.97,"moreplease","Percentage",20.99,"FC04","900228128","114956212",3,28,84,84,"GB","JAN010788079",5910,"GBP","E","Receipt Return",1,"JAN010788079","AQL","Consumer","PRMP000002000200000004958245520220427020000",151,"GB","","Burnley","Lancs","UK","OCT040788079",1,1,"en-AU","GB","",48.99,"Product","",8,84,92,"Card",20012,"","","",3
"JAN010788079","b7019918-eb65-4eb5-9ccd-34f0496c70c1","JAN010788079",62.97,"moreplease","Percentage",20.99,"FC04","900228128","114956219",3,21,63,63,"GB","JAN010788079",5910,"GBP","E","Receipt Return",1,"JAN010788079","AQL","Consumer","PRMP000002000200000004958230620220427020000",152,"GB","","Burnley","Lancs","UK","OCT040788079",1,1,"en-AU","GB","",41.99,"Product","",8,63,71,"Card",20012,"","","",4
"JAN010788079","b7019918-eb65-4eb5-9ccd-34f0496c70c1","JAN010788079",0.75,"moreplease","Percentage",0.25,"FC01","900228128","105604378",3,29.75,89.25,89.25,"GB","JAN010788079",5910,"GBP","E","Receipt Return",1,"JAN010788079","AQL","Consumer","PRMP000002000200000005126429420220428103000",153,"GB","","Burnley","Lancs","UK","OCT040788079",1,1,"en-AU","GB","",30,"Product","",8,89.25,97.25,"Card",20002,"","","",2
"JAN010788079","b7019918-eb65-4eb5-9ccd-34f0496c70c1","JAN010788079",0.75,"moreplease","Percentage",0.25,"FC01","900228128","105604377",3,29.75,89.25,89.25,"GB","JAN010788079",5910,"GBP","E","Receipt Return",1,"JAN010788079","AQL","Consumer","PRMP000002000200000005126429420220428103000",154,"GB","","Burnley","Lancs","UK","OCT040788079",1,1,"en-AU","GB","",30,"Product","",8,89.25,97.25,"Card",20002,"","","",1
"JAN010788079","b7019918-eb65-4eb5-9ccd-34f0496c70c1","JAN010788079",-84,"moreplease","Percentage",-28,"FC01","900228128","115012033",3,48,144,144,"GB","JAN010788079",5910,"GBP","E","Receipt Return",1,"JAN010788079","AQL","Consumer","PRMP000002000200000004956726320220427020000",155,"GB","","Burnley","Lancs","UK","OCT040788079",1,1,"en-AU","GB","",20,"Product","",8,144,152,"Card",20002,"","","",5
"JAN010788080","86da04c4-0745-4754-9988-6a9fe8819504","JAN010788080",83.97,"moreplease","Percentage",27.99,"FC04","900222164","8766333",3,38,114,114,"GB","JAN010788080",5910,"GBP","E","Receipt Return",1,"JAN010788080","AQL","Consumer","PRMP000002000200000005101368720220427020000",156,"GB","","Burnley","Lancs","UK","OCT040788080",1,1,"en-AU","GB","",65.99,"Product","",8,114,122,"Card",20012,"","","",4
"JAN010788080","86da04c4-0745-4754-9988-6a9fe8819504","JAN010788080",83.97,"moreplease","Percentage",27.99,"FC04","900222164","8766334",3,38,114,114,"GB","JAN010788080",5910,"GBP","E","Receipt Return",1,"JAN010788080","AQL","Consumer","PRMP000002000200000005101368720220427020000",157,"GB","","Burnley","Lancs","UK","OCT040788080",1,1,"en-AU","GB","",65.99,"Product","",8,114,122,"Card",20012,"","","",5
"JAN010788080","86da04c4-0745-4754-9988-6a9fe8819504","JAN010788080",-84,"moreplease","Percentage",-28,"FC01","900222164","115012031",3,48,144,144,"GB","JAN010788080",5910,"GBP","E","Receipt Return",1,"JAN010788080","AQL","Consumer","PRMP000002000200000004956726320220427020000",158,"GB","","Burnley","Lancs","UK","OCT040788080",1,1,"en-AU","GB","",20,"Product","",8,144,152,"Card",20002,"","","",1
"JAN010788081","959afd7b-d73c-479e-92f0-31c6ed159dab","JAN010788081",71.97,"moreplease","Percentage",23.99,"FC04","900222165","105188586",3,32,96,96,"GB","JAN010788081",5910,"GBP","E","Receipt Return",1,"JAN010788081","AQL","Consumer","PRMP000002000200000004955706620220427020000",159,"GB","","Burnley","Lancs","UK","OCT040788081",1,1,"en-AU","GB","",55.99,"Product","",8,96,104,"Card",20012,"","","",1
"JAN010788081","959afd7b-d73c-479e-92f0-31c6ed159dab","JAN010788081",15.6,"moreplease","Percentage",5.2,"FC01","900222165","10547474",3,21.75,65.25,65.25,"GB","JAN010788081",5910,"GBP","E","Receipt Return",1,"JAN010788081","AQL","Consumer","PRMP000002000200000005101244520220427020000",160,"GB","","Burnley","Lancs","UK","OCT040788081",1,1,"en-AU","GB","",26.95,"Product","",8,65.25,73.25,"Card",20002,"","","",2
"JAN010788081","959afd7b-d73c-479e-92f0-31c6ed159dab","JAN010788081",-97.5,"moreplease","Percentage",-32.5,"FC01","900222165","115012015",3,52.5,157.5,157.5,"GB","JAN010788081",5910,"GBP","E","Receipt Return",1,"JAN010788081","AQL","Consumer","PRMP000002000200000004956726420220427020000",161,"GB","","Burnley","Lancs","UK","OCT040788081",1,1,"en-AU","GB","",20,"Product","",8,157.5,165.5,"Card",20002,"","","",5
"JAN010788083","4f7042b6-5ab3-4d69-b7e0-78eb938ada80","JAN010788083",51,"moreplease","Percentage",17,"FC04","900173340","114941332",3,48,144,144,"GB","JAN010788083",5910,"GBP","E","Receipt Return",1,"JAN010788083","AQL","Consumer","PRMP000002000200000004956736320220427020000",162,"GB","","Burnley","Lancs","UK","OCT040788083",1,1,"en-AU","GB","",65,"Product","",8,144,152,"PayPal",20012,"","","",1
"JAN010788083","4f7042b6-5ab3-4d69-b7e0-78eb938ada80","JAN010788083",51,"moreplease","Percentage",17,"FC04","900173340","114941333",3,48,144,144,"GB","JAN010788083",5910,"GBP","E","Receipt Return",1,"JAN010788083","AQL","Consumer","PRMP000002000200000004956736320220427020000",163,"GB","","Burnley","Lancs","UK","OCT040788083",1,1,"en-AU","GB","",65,"Product","",8,144,152,"PayPal",20012,"","","",2
"JAN010788083","4f7042b6-5ab3-4d69-b7e0-78eb938ada80","JAN010788083",39,"moreplease","Percentage",13,"FC01","900173340","115003483",3,52,156,156,"GB","JAN010788083",5910,"GBP","E","Receipt Return",1,"JAN010788083","AQL","Consumer","PRMP000002000200000004957619320220427020000",164,"GB","","Burnley","Lancs","UK","OCT040788083",1,1,"en-AU","GB","",65,"Product","",8,156,164,"PayPal",20002,"","","",3
